Begin IJ Block
1   1   -33.0269414599
1   2   -0.5840017567
1   4   0.1857520075
2   2   -7.8693866269
2   4   0.2251300607
3   3   -6.7431269824
4   4   -6.9064714748
5   5   -7.0542916601

End IJ Block
Begin IA Block
1   1   0.1375575022
1   3   0.0000000000
1   4   0.0877474777
1   5   -0.1115321222
1   7   -0.0862197441
1   8   0.0000000000
1   11   0.2726737102
1   12   0.0000000000
1   13   -0.1159452653
1   14   0.0000000000
1   15   0.0000000000
2   1   0.7437836646
2   2   0.0000000000
2   3   0.0000000000
2   4   0.1680345509
2   5   -0.5948254883
2   7   -0.3945293133
2   8   0.0000000000
2   11   0.9087037191
2   12   0.0000000000
2   13   -0.4737796512
2   14   0.0000000000
2   15   0.0000000000
3   1   -0.0000000000
3   2   0.8758078182
3   3   0.3610696853
3   4   -0.0000000000
3   5   -0.0000000000
3   7   0.0000000000
3   8   1.2461180082
3   11   -0.0000000000
3   12   0.1239522647
3   13   -0.0000000000
3   14   -0.6322744220
3   15   -0.4256605761
4   1   0.3938996976
4   2   -0.0000000000
4   3   -0.0000000001
4   4   -0.9466267148
4   5   -0.8798290068
4   7   -0.2257372759
4   8   -0.0000000000
4   11   -0.6573704105
4   12   -0.0000000000
4   13   -0.6190207612
4   14   0.0000000000
4   15   -0.0000000000
5   6   -1.6125344723
5   9   -0.0000000000
5   10   0.1826953567

End IA Block
Begin AB Block
1   1   -2.7902707375
1   2   -0.0000000000
1   3   0.0000000000
1   4   0.0343481734
1   5   0.8137910207
1   7   0.4356554052
1   8   -0.0000000000
1   11   -0.6116949758
1   12   -0.0000000000
1   13   0.5147448910
1   14   -0.0000000000
1   15   -0.0000000000
2   2   -2.4286816786
2   3   -0.4645286140
2   4   0.0000000001
2   5   0.0000000000
2   7   -0.0000000000
2   8   -0.9975534701
2   11   0.0000000000
2   12   -0.0790363780
2   13   0.0000000000
2   14   0.4488155337
2   15   0.2103454841
3   3   -3.1825476745
3   4   0.0000000000
3   5   -0.0000000000
3   7   -0.0000000000
3   8   -0.4838716985
3   11   -0.0000000000
3   12   0.0863416549
3   13   -0.0000000000
3   14   0.8409066951
3   15   -0.6537914097
4   4   -2.9755166226
4   5   -0.0762196556
4   7   -0.1965946462
4   8   0.0000000000
4   11   -0.3916008950
4   12   -0.0000000000
4   13   -0.2681150387
4   14   -0.0000000001
4   15   0.0000000000
5   5   -3.4481417187
5   7   -0.2043547183
5   8   0.0000000000
5   11   -0.0648175176
5   12   0.0000000000
5   13   -1.0396232858
5   14   0.0000000000
5   15   0.0000000001
6   6   -3.7585543660
6   9   0.0000000000
6   10   0.2715743055
7   7   -2.9766643251
7   8   -0.0000000000
7   11   0.0288566815
7   12   -0.0000000000
7   13   -0.4636442051
7   14   0.0000000000
7   15   0.0000000000
8   8   -3.2699551691
8   11   0.0000000000
8   12   -0.1242208845
8   13   0.0000000000
8   14   1.1027576416
8   15   0.2957387623
9   9   -2.8966288743
10   10   -2.8238664736
11   11   -3.4747341175
11   12   -0.0000000000
11   13   0.0485355910
11   14   -0.0000000000
11   15   0.0000000000
12   12   -2.3138008327
12   13   0.0000000000
12   14   0.1101550720
12   15   0.0677647007
13   13   -2.9773435102
13   14   0.0000000000
13   15   0.0000000000
14   14   -3.0251649607
14   15   0.2309026438
15   15   -2.6067638097

End AB Block
Begin IJAB Block
1   6   1   16   0.0061573322
1   6   1   19   0.0006603791
1   6   1   20   -0.0070520736
1   6   1   22   -0.0043224520
1   6   1   26   0.0081923325
1   6   1   28   -0.0074326164
1   6   1   29   0.0000000000
1   6   1   30   0.0000000000
1   6   2   17   0.0032065607
1   6   2   18   0.0024129102
1   6   2   19   -0.0000000000
1   6   2   23   0.0062598499
1   6   2   27   0.0007015329
1   6   2   28   -0.0000000000
1   6   2   29   -0.0054142963
1   6   2   30   -0.0017257362
1   6   3   17   0.0024129102
1   6   3   18   0.0018304242
1   6   3   19   0.0000000000
1   6   3   20   0.0000000000
1   6   3   22   0.0000000000
1   6   3   23   0.0047080173
1   6   3   26   0.0000000000
1   6   3   27   0.0005239950
1   6   3   29   -0.0040771921
1   6   3   30   -0.0012943691
1   6   4   16   0.0006603791
1   6   4   17   -0.0000000000
1   6   4   18   0.0000000000
1   6   4   19   0.0052880454
1   6   4   20   0.0024644934
1   6   4   22   0.0001751190
1   6   4   23   -0.0000000000
1   6   4   26   0.0077612831
1   6   4   28   0.0026379812
1   6   4   29   0.0000000000
1   6   4   30   0.0000000000
1   6   5   16   -0.0070520736
1   6   5   18   0.0000000000
1   6   5   19   0.0024644934
1   6   5   20   0.0100935461
1   6   5   22   0.0053405878
1   6   5   26   -0.0051156360
1   6   5   28   0.0106486044
1   6   5   29   -0.0000000000
1   6   5   30   -0.0000000000
1   6   6   21   0.0145494590
1   6   6   25   -0.0023924636
1   6   7   16   -0.0043224520
1   6   7   18   0.0000000000
1   6   7   19   0.0001751190
1   6   7   20   0.0053405878
1   6   7   22   0.0031329528
1   6   7   26   -0.0049097624
1   6   7   28   0.0056410428
1   6   7   29   -0.0000000000
1   6   7   30   -0.0000000000
1   6   8   17   0.0062598499
1   6   8   18   0.0047080173
1   6   8   19   -0.0000000000
1   6   8   23   0.0122210148
1   6   8   26   0.0000000000
1   6   8   27   0.0013716558
1   6   8   28   -0.0000000000
1   6   8   29   -0.0105625539
1   6   8   30   -0.0033661103
1   6   9   24   0.0000247162
1   6   10   21   -0.0023924636
1   6   10   25   0.0004101710
1   6   11   16   0.0081923325
1   6   11   18   0.0000000000
1   6   11   19   0.0077612831
1   6   11   20   -0.0051156360
1   6   11   22   -0.0049097624
1   6   11   23   0.0000000000
1   6   11   26   0.0200145606
1   6   11   28   -0.0053369455
1   6   11   29   0.0000000000
1   6   11   30   0.0000000000
1   6   12   17   0.0007015329
1   6   12   18   0.0005239950
1   6   12   23   0.0013716558
1   6   12   27   0.0001654367
1   6   12   28   -0.0000000000
1   6   12   29   -0.0011850639
1   6   12   30   -0.0003772860
1   6   13   16   -0.0074326164
1   6   13   17   -0.0000000000
1   6   13   19   0.0026379812
1   6   13   20   0.0106486044
1   6   13   22   0.0056410428
1   6   13   23   -0.0000000000
1   6   13   26   -0.0053369455
1   6   13   27   -0.0000000000
1   6   13   28   0.0112513640
1   6   14   16   0.0000000000
1   6   14   17   -0.0054142963
1   6   14   18   -0.0040771921
1   6   14   19   0.0000000000
1   6   14   20   -0.0000000000
1   6   14   22   -0.0000000000
1   6   14   23   -0.0105625539
1   6   14   26   0.0000000000
1   6   14   27   -0.0011850639
1   6   14   29   0.0091505841
1   6   14   30   0.0028999160
1   6   15   16   0.0000000000
1   6   15   17   -0.0017257362
1   6   15   18   -0.0012943691
1   6   15   19   0.0000000000
1   6   15   20   -0.0000000000
1   6   15   22   -0.0000000000
1   6   15   23   -0.0033661103
1   6   15   26   0.0000000000
1   6   15   27   -0.0003772860
1   6   15   29   0.0028999160
1   6   15   30   0.0009425692
1   7   1   16   -0.0004234489
1   7   1   18   0.0000000000
1   7   1   19   0.0019761097
1   7   1   20   0.0016113196
1   7   1   22   0.0002117519
1   7   1   26   0.0021698169
1   7   1   28   0.0011311575
1   7   2   17   -0.0026683311
1   7   2   18   -0.0016643414
1   7   2   19   0.0000000000
1   7   2   23   -0.0045021969
1   7   2   27   -0.0004110334
1   7   2   28   0.0000000000
1   7   2   29   0.0029873450
1   7   2   30   0.0012638829
1   7   3   16   0.0000000000
1   7   3   17   -0.0019852451
1   7   3   18   -0.0014137249
1   7   3   20   -0.0000000000
1   7   3   22   -0.0000000000
1   7   3   23   -0.0033578730
1   7   3   27   -0.0002786089
1   7   3   28   -0.0000000000
1   7   3   29   0.0024060580
1   7   3   30   0.0006890277
1   7   4   16   0.0026605202
1   7   4   17   0.0000000000
1   7   4   19   -0.0020817103
1   7   4   20   -0.0042523709
1   7   4   22   -0.0017353210
1   7   4   23   0.0000000000
1   7   4   26   0.0006486205
1   7   4   28   -0.0037364770
1   7   4   29   -0.0000000000
1   7   5   16   0.0021973821
1   7   5   18   -0.0000000000
1   7   5   19   -0.0036021208
1   7   5   20   -0.0047770112
1   7   5   22   -0.0012968145
1   7   5   26   -0.0022732919
1   7   5   28   -0.0038253153
1   7   5   29   0.0000000000
1   7   6   21   -0.0093630131
1   7   6   25   0.0010119257
1   7   7   16   0.0005876863
1   7   7   18   -0.0000000000
1   7   7   19   -0.0016271920
1   7   7   20   -0.0015532695
1   7   7   22   -0.0004803570
1   7   7   23   -0.0000000000
1   7   7   26   -0.0014878761
